PCIRdCur,ItoM,ItoMCacheNear,WiL,MemRead,MemWrite,MemTotal,drop_pct(%),CPU_busy(%),ksoft_avg,ksoft_max,label
520000,58000000,3122000,265000,7139.39,9334.42,16473.81,0.001623,4.79,27.54,103.89,cpu_interference
563000,63000000,3262000,280000,7392.74,9914.73,17307.46,0.001331,4.93,35929.16,79359.03,cpu_interference
65000,2932000,209000,20000,6875.45,9003.89,15879.34,0.022283,4.32,23.4,79.93,cpu_interference
613000,66000000,3204000,276000,7597.67,10376.06,17973.73,0.000889,4.8,12.93,47.2,cpu_interference
578000,65000000,3484000,291000,8050.39,10935.59,18985.98,0.001071,5.14,12.6,38.56,cpu_interference
567000,64000000,3350000,283000,7927.69,10657.0,18584.7,0.001268,5.09,15.65,55.43,cpu_interference
544000,61000000,3122000,274000,7625.27,9932.21,17557.48,0.001107,4.96,3100.15,95273.0,cpu_interference
552000,62000000,3039000,258000,7138.78,9489.14,16627.92,0.000797,4.85,44.76,455.57,cpu_interference
543000,62000000,3185000,267000,7622.2,10159.91,17782.1,0.000402,4.89,18.66,343.53,cpu_interference
531000,59000000,3030000,262000,7064.54,9368.66,16433.2,0.000975,4.53,18.14,138.91,cpu_interference
565000,63000000,3261000,268000,7601.12,10137.16,17738.29,0.001118,4.79,3137.52,90573.62,cpu_interference
19000,2565000,241000,22000,6808.05,9124.95,15933.01,0.013943,4.89,27.63,86.65,cpu_interference
534000,58000000,3069000,265000,7021.71,9355.48,16377.19,0.001241,5.33,13.75,59.73,cpu_interference
524000,57000000,3009000,264000,6857.98,9198.95,16056.93,0.000291,5.23,20.37,107.93,cpu_interference
539000,61000000,3093000,266000,6937.79,9274.1,16211.9,0.000576,5.79,14.84,54.59,cpu_interference
576000,64000000,3297000,290000,7332.37,9866.16,17198.53,0.001283,5.93,72.26,9419.08,cpu_interference
52000,5382000,279000,29000,7395.39,10758.2,18153.59,0.013961,5.71,14.16,33.38,cpu_interference
504000,64000000,3461000,261000,11240.86,16922.4,28163.27,0.000753,6.48,13.49,40.1,cpu_interference
533000,66000000,3429000,251000,11234.7,16926.56,28161.26,0.00056,6.21,22.06,51.39,cpu_interference
694000,71000000,3768000,325000,11276.84,16807.25,28084.09,0.000688,6.38,25.22,57.49,cpu_interference
696000,71000000,3763000,322000,7941.35,11176.38,19117.72,0.000723,50.39,14.54,49.76,cpu_interference
48000,4888000,260000,25000,8030.64,10721.77,18752.41,0.011191,5.27,8.52,25.69,cpu_interference
646000,71000000,3774000,309000,8144.6,11296.14,19440.74,0.002298,5.24,90.7,242.3,cpu_interference
477000,60000000,3193000,244000,7633.21,9937.16,17570.37,0.001353,4.96,19.19,50.94,cpu_interference
518000,64000000,3274000,254000,7909.71,10322.23,18231.94,0.003025,4.97,16.31,42.86,cpu_interference
496000,61000000,3289000,260000,7894.15,10295.59,18189.74,0.001055,50.36,19.04,65.57,cpu_interference
36000,4665000,1956000,174000,6852.03,9395.26,16247.29,0.015491,5.01,21.42,51.18,cpu_interference
551000,62000000,3157000,273000,7082.64,9758.11,16840.76,0.00101,4.66,18.54,51.96,cpu_interference
534000,58000000,3092000,270000,6781.73,9280.55,16062.28,0.000873,4.77,21.31,43.58,cpu_interference
530000,58000000,3085000,267000,6899.71,9315.33,16215.04,0.000911,4.71,10.07,29.85,cpu_interference
563000,62000000,3143000,271000,6808.39,9330.2,16138.59,0.00111,49.03,17.35,60.65,cpu_interference
571000,65000000,3336000,281000,7631.99,10432.41,18064.39,0.001288,5.08,17.08,37.8,cpu_interference
542000,61000000,3192000,271000,7534.68,10132.39,17667.08,0.000956,4.89,22.89,46.6,cpu_interference
579000,66000000,3376000,287000,7785.26,10507.02,18292.28,0.001162,5.18,15.24,32.65,cpu_interference
551000,62000000,3337000,285000,7697.95,10447.58,18145.53,0.000555,50.25,23.9,73.4,cpu_interference
711000,71000000,3790000,332000,7961.13,11239.35,19200.48,0.000637,5.1,21.5,34.88,cpu_interference
632000,71000000,3757000,306000,8095.56,11372.3,19467.86,0.000675,5.18,25.71,38.29,cpu_interference
655000,70000000,3732000,315000,11206.46,16976.61,28183.08,0.001947,7.02,12.55,28.64,cpu_interference
596000,63000000,3293000,279000,689.51,693.22,1382.73,0.00111,48.06,8.95,30.07,cpu_interference
39000,4117000,233000,19000,7397.84,10755.35,18153.2,0.008679,5.31,53.66,108.52,cpu_interference
749000,70000000,3715000,322000,7351.11,10714.68,18065.79,0.000847,4.83,25.26,52.24,cpu_interference
619000,62000000,3250000,289000,7094.83,9911.49,17006.32,0.001018,4.89,18.8,31.8,cpu_interference
598000,63000000,3250000,287000,7316.37,10079.39,17395.76,0.00139,4.86,14.91,30.51,cpu_interference
607000,63000000,3250000,288000,7196.22,10024.79,17221.01,0.001808,48.09,21.77,131.19,cpu_interference
67000,642000,266000,19000,7184.33,9542.72,16727.05,0.02481,5.18,12.5,32.36,cpu_interference
575000,63000000,3365000,288000,7979.94,11086.22,19066.17,0.001075,4.99,26.4,66.29,cpu_interference
597000,67000000,3414000,287000,7452.58,10098.36,17550.93,0.000442,5.08,15.88,48.83,cpu_interference
589000,66000000,3235000,273000,7657.58,10117.85,17775.43,0.000955,5.08,22.68,46.83,cpu_interference
563000,62000000,3256000,274000,7011.4,9209.39,16220.8,0.002331,47.95,22.67,57.67,cpu_interference
28000,3533000,219000,19000,7529.64,10065.24,17594.87,0.011586,5.41,12.3,36.52,cpu_interference
562000,66000000,3701000,305000,8089.09,11115.25,19204.33,0.000381,4.8,28.44,62.65,cpu_interference
517000,60000000,3037000,245000,7357.7,9518.57,16876.26,0.001368,4.49,25.58,56.47,cpu_interference
497000,60000000,3026000,240000,7259.67,9426.83,16686.49,0.000864,4.53,22.9,63.26,cpu_interference
502000,59000000,3009000,241000,7288.34,9499.35,16787.69,0.001,47.97,18.57,47.51,cpu_interference
551000,61000000,3255000,276000,7243.59,9705.71,16949.3,0.001121,4.83,14.5,40.4,cpu_interference
528000,60000000,3044000,263000,7368.29,9934.56,17302.85,0.001063,4.63,11.15,33.68,cpu_interference
538000,60000000,2979000,256000,6909.86,9189.51,16099.37,0.000592,4.92,20.48,64.55,cpu_interference
550000,64000000,3241000,272000,7773.55,10431.98,18205.54,0.000925,5.03,10.84,42.59,cpu_interference
613000,71000000,3804000,305000,8265.99,11324.27,19590.26,0.001609,5.26,12.45,37.34,cpu_interference
522000,63000000,3215000,259000,7910.94,10330.19,18241.13,0.001728,4.88,26.24,60.29,cpu_interference
535000,64000000,3021000,248000,7582.99,9876.53,17459.52,0.001636,5.19,15.45,42.88,cpu_interference
514000,61000000,3144000,250000,7864.49,10220.24,18084.73,0.00179,4.97,24.36,49.98,cpu_interference
48000,5223000,172000,13000,6211.27,7860.82,14072.1,0.009995,4.08,15.53,74.08,cpu_interference
480000,58000000,2921000,231000,7045.41,9057.67,16103.08,0.001114,4.64,16.22,53.03,cpu_interference
461000,56000000,2987000,230000,6991.74,8969.98,15961.72,0.00091,4.43,10.12,33.12,cpu_interference
492000,59000000,3031000,233000,7090.35,9142.46,16232.81,0.001187,4.33,16.24,62.27,cpu_interference
478000,59000000,3004000,233000,7229.72,9391.14,16620.86,0.001639,4.16,20.07,65.04,cpu_interference
688000,71000000,3767000,319000,7757.2,11206.72,18963.93,0.000481,4.77,8.33,25.03,cpu_interference
698000,71000000,3756000,326000,7913.68,11509.4,19423.08,0.000884,5.17,8.42,28.19,cpu_interference
687000,71000000,3770000,316000,7956.85,11326.74,19283.59,0.001251,5.05,8.48,23.97,cpu_interference
676000,71000000,3728000,328000,7776.9,11252.04,19028.95,0.000494,5.3,9.38,34.73,cpu_interference
566000,69000000,3626000,280000,8088.73,10896.29,18985.02,0.003547,4.83,13.06,58.97,cpu_interference
506000,64000000,3262000,253000,7743.8,10140.56,17884.37,0.001187,4.63,24.32,110.42,cpu_interference
513000,64000000,3268000,258000,7855.21,10275.87,18131.07,0.003096,4.54,14.31,46.14,cpu_interference
510000,64000000,3132000,244000,7516.82,9791.78,17308.6,0.000959,4.91,14.06,37.74,cpu_interference
47000,4887000,272000,24000,7350.71,10658.75,18009.46,0.007454,4.97,10.88,37.27,cpu_interference
681000,67000000,3548000,316000,7428.36,10338.55,17766.92,0.00051,4.63,8.85,19.15,cpu_interference
620000,63000000,3272000,292000,7363.86,10030.35,17394.21,0.000634,4.93,8.48,19.63,cpu_interference
611000,63000000,3269000,294000,7379.25,10022.01,17401.27,0.000614,4.92,10.81,26.06,cpu_interference
605000,63000000,3265000,294000,7331.78,9950.37,17282.15,0.000922,4.61,10.2,23.04,cpu_interference
701000,71000000,3557000,313000,7305.28,10528.83,17834.1,0.000652,4.87,8.5,26.81,cpu_interference
651000,63000000,3243000,294000,7335.89,9996.3,17332.19,0.000948,4.82,9.42,29.26,cpu_interference
613000,63000000,3203000,282000,7362.0,10068.68,17430.68,0.000771,4.98,7.14,20.09,cpu_interference
614000,63000000,3245000,295000,7135.29,9916.58,17051.88,0.000836,5.1,8.89,23.63,cpu_interference
679000,67000000,3703000,319000,7675.18,10193.9,17869.08,0.001312,4.66,9.57,23.25,cpu_interference
572000,64000000,3251000,286000,7548.58,10085.55,17634.13,0.000619,4.62,9.7,30.39,cpu_interference
614000,64000000,3229000,279000,7581.07,10084.81,17665.88,0.000756,4.81,8.9,31.83,cpu_interference
588000,64000000,3234000,280000,7324.01,9983.53,17307.53,0.001755,4.7,9.65,29.77,cpu_interference
24000,2648000,176000,15000,7421.0,10624.46,18045.46,0.002951,5.09,8.06,48.5,cpu_interference
658000,67000000,3590000,312000,7341.04,10326.72,17667.76,0.0016,5.03,21.47,37.47,cpu_interference
608000,63000000,3286000,285000,7525.99,10034.85,17560.84,0.00067,4.92,9.59,28.66,cpu_interference
611000,63000000,3286000,299000,6898.05,9845.06,16743.11,0.001483,4.89,17.94,32.84,cpu_interference
634000,63000000,3252000,288000,7386.39,10037.72,17424.11,0.000755,4.9,9.59,28.47,cpu_interference
420000,51000000,2617000,206000,6123.57,7663.67,13787.25,0.000779,4.25,16.33,54.83,cpu_interference
440000,53000000,2643000,208000,6791.13,8707.55,15498.68,0.000334,3.92,20.49,59.0,cpu_interference
427000,51000000,2443000,200000,5931.52,7440.22,13371.74,0.000914,4.02,16.79,91.85,cpu_interference
466000,54000000,2731000,210000,6812.2,8732.33,15544.53,0.000919,4.22,17.63,74.29,cpu_interference
609000,70000000,3705000,299000,8108.3,11160.74,19269.04,0.001512,5.04,8.88,24.46,cpu_interference
609000,71000000,3742000,296000,8093.58,11222.06,19315.65,0.00292,5.16,10.23,29.91,cpu_interference
617000,71000000,3801000,294000,8192.79,11269.33,19462.12,0.001822,4.91,17.29,92.19,cpu_interference
615000,71000000,3641000,288000,7834.12,10686.29,18520.41,0.000282,5.15,6.41,19.65,cpu_interference
49000,5266000,246000,18000,7059.67,9485.55,16545.23,0.006647,4.77,9.45,33.13,cpu_interference
582000,66000000,3418000,284000,7743.44,10608.59,18352.03,0.000791,4.87,8.77,28.83,cpu_interference
603000,68000000,3364000,281000,7857.83,10745.54,18603.36,0.001247,5.09,9.46,34.88,cpu_interference
544000,61000000,3180000,273000,7798.84,10631.48,18430.33,0.00089,5.17,12.69,30.0,cpu_interference
562000,63000000,3126000,268000,7699.46,10167.94,17867.41,0.001569,5.05,12.86,39.76,cpu_interference
63000,3412000,226000,19000,7822.51,10589.66,18412.17,0.004956,4.66,16.11,63.54,cpu_interference
604000,70000000,3283000,259000,7568.42,9948.75,17517.17,0.00092,4.68,16.03,38.71,cpu_interference
528000,63000000,3215000,256000,7822.42,10249.7,18072.12,0.002316,4.73,15.25,40.75,cpu_interference
548000,64000000,3240000,263000,7648.16,10099.62,17747.78,0.001691,4.68,16.74,51.42,cpu_interference
529000,63000000,3258000,263000,7674.61,10173.56,17848.17,0.000728,4.78,18.3,43.13,cpu_interference
27000,2734000,249000,21000,6217.8,7505.59,13723.39,0.003623,4.0,30.28,93.64,cpu_interference
339000,46000000,2260000,171000,6392.57,7718.3,14110.87,0.003891,4.26,22.3,51.38,cpu_interference
400000,55000000,2568000,195000,7498.93,9500.8,16999.73,0.000579,4.13,16.69,41.91,cpu_interference
358000,50000000,2759000,210000,7152.68,8973.5,16126.17,0.0,4.68,23.44,77.5,normal
560000,69000000,3143000,245000,8240.32,11095.51,19335.83,0.001628,4.98,13.84,59.09,cpu_interference
700000,71000000,3785000,330000,7745.29,11278.49,19023.79,0.000433,5.21,7.84,18.94,cpu_interference
673000,67000000,3584000,317000,7642.14,11302.25,18944.39,0.000705,5.15,18.9,33.23,cpu_interference
601000,64000000,3262000,286000,7398.33,10050.21,17448.54,0.000544,4.83,14.77,45.2,cpu_interference
610000,63000000,3280000,290000,7325.18,10013.04,17338.22,0.000608,5.06,9.19,28.15,cpu_interference
572000,66000000,3289000,254000,7536.45,9750.04,17286.5,0.001437,4.57,14.38,43.55,cpu_interference
452000,58000000,3028000,233000,7362.19,9515.99,16878.18,0.002766,4.68,14.86,46.03,cpu_interference
478000,59000000,2940000,227000,7273.2,9105.97,16379.17,0.001417,4.79,18.07,44.98,cpu_interference
542000,65000000,2658000,203000,7328.76,9486.05,16814.8,0.000502,4.92,24.34,58.84,cpu_interference
634000,71000000,3791000,302000,7811.5,10159.89,17971.39,0.000926,4.65,14.66,57.05,cpu_interference
518000,63000000,3189000,258000,7790.48,10163.96,17954.44,0.00091,4.81,14.09,39.44,cpu_interference
543000,63000000,3248000,266000,7815.67,10235.49,18051.16,0.001065,5.03,17.42,47.42,cpu_interference
542000,64000000,3228000,265000,7834.43,10208.71,18043.14,0.001399,5.15,18.81,72.39,cpu_interference
17000,2197000,272000,23000,5715.26,6757.24,12472.5,0.00461,4.19,24.1,59.39,cpu_interference
401000,55000000,2529000,189000,8121.26,10860.59,18981.85,0.002294,5.22,16.45,44.38,cpu_interference
309000,44000000,2436000,178000,8236.46,11190.65,19427.11,0.001214,5.16,14.03,40.3,cpu_interference
294000,42000000,2076000,155000,6571.6,7993.68,14565.28,0.000943,4.13,21.32,51.6,cpu_interference
379000,53000000,2676000,201000,7572.87,9747.86,17320.73,0.001918,4.66,17.41,73.46,cpu_interference
52000,5241000,238000,24000,7124.53,9743.27,16867.8,0.0066,4.89,9.85,65.24,cpu_interference
715000,71000000,3747000,321000,7676.92,11206.12,18883.04,0.000544,5.5,8.43,19.97,cpu_interference
670000,67000000,3500000,311000,7617.24,11084.52,18701.75,0.0008,5.25,9.21,24.82,cpu_interference
620000,63000000,3272000,295000,7382.03,9994.26,17376.29,0.00108,4.77,12.59,47.84,cpu_interference
614000,63000000,3228000,289000,7047.17,9997.36,17044.53,0.001475,4.95,10.29,26.98,cpu_interference
595000,67000000,3186000,280000,7648.35,10398.28,18046.62,0.00108,4.86,12.37,80.77,cpu_interference
565000,62000000,3081000,269000,7101.63,9561.15,16662.78,0.000749,4.81,9.94,120.9,cpu_interference
560000,64000000,3216000,270000,7192.29,9699.57,16891.86,0.001044,5.11,15.68,43.62,cpu_interference
557000,64000000,3216000,270000,7519.62,10063.06,17582.69,0.00083,5.04,12.64,57.07,cpu_interference
50000,5129000,293000,28000,7200.69,10520.11,17720.8,0.00416,5.25,8.41,36.52,cpu_interference
664000,65000000,3502000,312000,7361.18,10687.71,18048.9,0.001866,4.88,7.15,72.76,cpu_interference
606000,63000000,3287000,291000,7459.24,10054.41,17513.65,0.000737,5.02,10.08,68.31,cpu_interference
602000,63000000,3290000,282000,7352.58,10001.51,17354.09,0.000912,5.14,12.68,84.14,cpu_interference
670000,66000000,3449000,310000,6862.15,9495.21,16357.36,0.001144,4.8,12.94,74.06,cpu_interference
30000,3964000,226000,20000,7872.48,10572.61,18445.08,0.003932,5.28,10.32,29.13,cpu_interference
506000,63000000,3213000,253000,7557.58,9818.04,17375.62,0.000835,4.98,13.21,182.17,cpu_interference
504000,64000000,3272000,255000,7512.0,9703.07,17215.07,0.001118,5.17,14.32,41.71,cpu_interference
515000,64000000,3281000,260000,7889.72,10278.64,18168.37,0.000676,4.85,15.36,93.3,cpu_interference
529000,64000000,3295000,259000,7901.85,10318.42,18220.27,0.001838,4.7,16.51,50.26,cpu_interference
18000,1961000,224000,21000,6830.58,9097.89,15928.47,0.006136,4.58,10.58,43.26,cpu_interference
545000,59000000,3013000,265000,7515.07,10018.22,17533.29,0.000743,4.94,10.09,39.03,cpu_interference
530000,59000000,3144000,276000,6829.51,9118.57,15948.08,0.000499,4.81,11.59,35.65,cpu_interference
533000,58000000,2973000,261000,7042.31,9406.43,16448.74,0.000413,5.07,7.83,28.07,cpu_interference
610000,67000000,3375000,300000,7648.27,10440.69,18088.96,0.000555,5.11,14.64,51.18,cpu_interference
42000,4498000,197000,15000,7968.59,11925.66,19894.25,0.004148,6.34,10.55,36.85,cpu_interference
643000,71000000,4004000,298000,8336.76,12676.84,21013.6,0.0,6.14,18.39,43.92,normal
609000,71000000,4000000,296000,8386.73,12864.85,21251.58,0.0,5.57,17.41,40.29,normal
613000,71000000,3999000,300000,8340.22,12732.67,21072.89,0.0,5.69,11.71,42.15,normal
608000,71000000,3995000,298000,1399.97,1506.93,2906.89,0.007169,5.78,12.84,43.72,cpu_interference
604000,72000000,3904000,299000,8491.2,12605.39,21096.59,0.0,6.26,20.63,47.0,normal
592000,72000000,3944000,291000,8796.22,12885.18,21681.4,0.0,5.67,22.0,104.32,normal
636000,72000000,3956000,291000,8681.09,12603.5,21284.6,0.0,5.62,11.46,35.48,normal
569000,72000000,3891000,289000,5089.89,7253.56,12343.45,0.007776,47.9,19.88,49.69,cpu_interference
551000,64000000,3339000,256000,8273.38,11355.82,19629.2,0.003339,5.51,21.98,46.36,cpu_interference
569000,69000000,3510000,276000,8140.62,11205.61,19346.22,0.000232,5.93,20.64,42.4,cpu_interference
497000,62000000,3183000,251000,8054.07,11029.2,19083.26,0.000498,5.44,11.93,40.7,cpu_interference
498000,64000000,3302000,253000,930.98,1045.65,1976.64,0.002264,24.07,18.29,54.1,cpu_interference
584000,71000000,3904000,286000,8634.73,12662.73,21297.46,0.0,5.37,22.85,51.22,normal
570000,71000000,3900000,288000,8607.41,12484.68,21092.09,0.000262,5.48,23.66,170.04,cpu_interference
575000,71000000,3904000,288000,8523.82,12525.87,21049.69,0.002806,5.6,12.51,97.12,cpu_interference
567000,71000000,3939000,294000,8590.42,12633.27,21223.69,0.0,50.24,22.28,318.74,normal
596000,72000000,3915000,291000,8935.92,13276.48,22212.39,5.7e-05,5.9,19.21,50.04,cpu_interference
629000,72000000,3930000,287000,8647.08,12652.43,21299.51,3e-06,5.63,45.32,130.57,cpu_interference
578000,72000000,3935000,286000,8718.34,12727.38,21445.72,0.0,5.61,18.71,59.4,normal
577000,72000000,3928000,284000,8712.72,12718.25,21430.97,0.003931,47.94,12.82,56.69,cpu_interference
98000,4242000,179000,12000,8205.9,11793.09,19998.99,0.017366,5.86,19.67,63.24,cpu_interference
612000,72000000,3934000,290000,8392.89,12714.91,21107.8,0.0,5.66,24.17,73.22,normal
612000,72000000,3937000,288000,8395.74,12675.93,21071.67,0.0,5.41,24.32,555.5,normal
613000,72000000,3938000,290000,8498.67,12746.65,21245.32,0.0,5.56,17.92,72.19,normal
610000,68000000,3609000,257000,8456.29,12583.64,21039.93,0.004808,50.13,32.69,254.92,cpu_interference
24000,3279000,269000,21000,8144.15,11638.39,19782.54,0.012207,5.78,24.63,65.59,cpu_interference
667000,72000000,3887000,297000,7885.53,11275.52,19161.05,0.0,5.39,22.77,79.72,normal
546000,64000000,3522000,270000,7740.65,10921.14,18661.79,0.0,5.34,19.84,46.68,normal
626000,72000000,3944000,298000,8297.39,12475.12,20772.5,0.0,5.46,21.43,55.79,normal
576000,69000000,3475000,259000,8017.95,11388.27,19406.23,0.0,48.82,13.23,47.92,normal
90000,3446000,303000,22000,7487.1,10955.29,18442.4,0.022275,5.32,18.6,59.67,cpu_interference
584000,66000000,3635000,293000,7934.11,11528.34,19462.45,0.001295,5.41,16.0,42.33,cpu_interference
584000,66000000,3508000,288000,7894.26,11294.61,19188.88,0.000713,5.32,19.38,52.72,cpu_interference
587000,67000000,3491000,287000,7952.73,11451.04,19403.77,0.000658,5.33,21.36,63.23,cpu_interference
579000,66000000,3526000,287000,7892.76,11550.64,19443.39,0.000531,48.07,13.28,55.56,cpu_interference
357000,48000000,2195000,168000,5592.93,7512.43,13105.36,0.002188,5.39,27.83,123.02,cpu_interference
371000,49000000,2203000,172000,5262.29,7172.53,12434.83,0.000259,5.19,26.51,62.76,cpu_interference
322000,42000000,2242000,173000,5519.71,7654.33,13174.04,0.000282,4.81,37.17,84.54,cpu_interference
325000,44000000,2104000,161000,5271.38,7190.92,12462.3,0.001197,48.28,37.77,154.98,cpu_interference
27000,3845000,232000,16000,8149.3,11526.31,19675.61,0.004541,5.34,21.92,96.38,cpu_interference
652000,71000000,3894000,289000,8503.08,12421.17,20924.24,0.0,5.76,12.68,35.94,normal
652000,71000000,3909000,281000,8488.17,12358.51,20846.67,0.0,5.38,27.84,73.47,normal
580000,71000000,3920000,283000,8463.0,12348.92,20811.93,0.000432,5.3,19.29,76.69,cpu_interference
601000,71000000,3907000,281000,8504.82,12404.52,20909.34,0.0,48.17,27.1,111.23,normal
593000,69000000,3914000,315000,8352.4,12240.79,20593.19,0.0,5.44,15.06,55.17,normal
675000,71000000,3903000,303000,8406.8,12240.08,20646.88,0.0,5.54,25.98,64.67,normal
612000,71000000,3903000,301000,8247.8,12298.2,20545.99,0.0,5.11,25.09,52.72,normal
599000,71000000,3921000,299000,8331.7,12402.03,20733.73,0.0046,50.23,17.17,144.12,cpu_interference
69000,477000,173000,12000,7958.4,11191.76,19150.16,0.009683,5.59,29.51,51.75,cpu_interference
585000,72000000,3885000,293000,8549.7,12368.89,20918.58,0.0,5.52,50.27,132.85,normal
576000,71000000,3867000,294000,8540.19,12457.52,20997.71,0.0,5.33,26.98,60.25,normal
584000,71000000,3893000,294000,8618.55,12571.51,21190.05,0.0,5.5,26.33,63.4,normal
585000,72000000,3871000,292000,8577.42,12538.85,21116.27,0.0,50.44,19.04,230.37,normal
521000,71000000,3987000,274000,9006.69,13319.68,22326.37,0.0,5.33,22.81,62.32,normal
569000,71000000,4029000,269000,9056.53,13370.6,22427.14,0.0,5.69,25.65,58.17,normal
526000,71000000,4013000,267000,9035.58,13405.93,22441.52,0.0,5.55,19.68,61.59,normal
520000,71000000,4024000,269000,8992.71,13282.77,22275.49,0.0,50.25,10.67,47.92,normal
120000,6145000,1324000,97000,8477.17,12342.06,20819.23,0.019798,5.48,13.46,52.82,cpu_interference
513000,64000000,3487000,259000,8000.03,11313.31,19313.34,0.002209,5.27,22.0,46.7,cpu_interference
515000,65000000,3548000,257000,8353.06,12125.27,20478.33,0.0,4.96,25.35,66.79,normal
525000,66000000,3534000,256000,8268.57,12047.46,20316.03,0.0,5.24,32.33,126.2,normal
586000,71000000,3760000,280000,8180.58,11692.79,19873.38,0.003717,47.93,12.62,60.68,cpu_interference
609000,71000000,4022000,299000,8453.21,12959.31,21412.53,0.001133,5.6,25.7,61.18,cpu_interference
608000,71000000,4020000,297000,8286.92,12606.5,20893.41,0.0,5.57,21.73,47.64,normal
658000,71000000,4006000,295000,8469.38,12908.18,21377.56,0.0,5.77,25.14,54.91,normal
659000,71000000,4015000,297000,7803.49,11801.84,19605.33,0.006294,47.95,22.53,66.38,cpu_interference
580000,66000000,3704000,295000,8265.31,12214.45,20479.76,0.000922,5.9,12.65,40.59,cpu_interference
663000,69000000,3636000,295000,8034.45,11780.66,19815.11,0.000842,5.28,24.91,52.55,cpu_interference
563000,63000000,3316000,277000,7562.51,11067.8,18630.3,0.00042,5.29,18.56,38.93,cpu_interference
603000,69000000,3510000,292000,7599.97,11124.51,18724.49,0.000112,48.03,15.45,67.74,cpu_interference
506000,64000000,3856000,296000,8053.52,11668.8,19722.32,0.0,5.4,17.19,42.76,normal
618000,72000000,3947000,300000,8370.4,12625.08,20995.47,0.0,4.96,19.09,47.33,normal
512000,65000000,3501000,258000,8078.22,11573.79,19652.01,0.0,5.07,12.4,37.62,normal
598000,72000000,3950000,294000,8541.79,12634.66,21176.46,0.0,50.24,24.81,356.79,normal
597000,71000000,3925000,282000,8372.39,12558.32,20930.71,0.002113,6.13,12.78,47.78,cpu_interference
603000,71000000,3928000,288000,8412.12,12448.77,20860.89,0.000444,6.07,29.5,74.42,cpu_interference
579000,72000000,3941000,286000,8520.73,12555.32,21076.06,0.0,6.0,18.63,125.63,normal
579000,71000000,3943000,275000,8590.58,12733.43,21324.02,0.0,6.29,34057.9,48862.82,normal
20000,2339000,190000,14000,8146.36,11448.47,19594.83,0.027029,5.31,17.35,56.38,cpu_interference
585000,68000000,538000,40000,8476.63,12776.54,21253.17,0.0,6.79,13.27,120.98,normal
608000,71000000,1596000,119000,8398.39,12818.38,21216.77,0.0,6.84,16.04,47.45,normal
609000,71000000,2021000,150000,8296.27,12665.55,20961.82,0.0,7.21,12.87,39.73,normal
173000,20000000,3996000,299000,8306.38,12662.82,20969.19,0.0,6.76,60.41,81.43,normal
48000,5299000,0,0,8150.32,12187.18,20337.5,0.006882,6.72,984.86,82376.89,cpu_interference
542000,66000000,3676000,277000,8539.43,12575.22,21114.65,0.002584,6.55,8.97,40.0,cpu_interference
603000,72000000,3905000,298000,8672.49,12786.53,21459.01,0.0,6.54,19.2,48.49,normal
395000,49000000,3951000,289000,8803.31,12866.27,21669.58,0.0,5.9,12.36,63.0,normal
481000,58000000,3924000,292000,8731.14,12756.29,21487.43,0.0,6.05,14.31,80.64,normal
26000,3231000,258000,22000,8123.54,12083.09,20206.63,0.010443,5.29,6881.0,178833.25,cpu_interference
445000,55000000,2801000,220000,8057.06,10969.94,19027.0,0.01173,5.75,13.22,41.11,cpu_interference
510000,65000000,3192000,246000,8008.23,10868.36,18876.59,0.000745,6.11,23.38,113.72,cpu_interference
544000,65000000,3237000,253000,7890.0,10615.56,18505.56,0.000242,6.12,22.24,124.78,cpu_interference
484000,61000000,1420000,108000,8051.03,11059.76,19110.8,0.000505,6.07,23.95,53.16,cpu_interference
30000,4161000,294000,25000,8458.89,12060.73,20519.61,0.002276,6.34,203.44,39271.56,cpu_interference
579000,71000000,3697000,277000,8607.61,12445.81,21053.42,0.009112,5.46,12.27,86.58,cpu_interference
576000,71000000,3902000,293000,8686.77,12567.02,21253.79,0.0,5.55,11.34,84.41,normal
577000,71000000,3901000,291000,8696.15,12584.25,21280.39,0.000252,5.28,20.21,132.23,cpu_interference
582000,71000000,3924000,290000,8675.01,12691.36,21366.37,0.002809,6.15,15.49,206.05,cpu_interference
67000,783000,293000,28000,8011.63,12058.31,20069.95,0.004829,33.94,22.98,109.57,cpu_interference
575000,71000000,3905000,287000,8809.02,13214.66,22023.68,0.001506,5.35,35.74,86.74,cpu_interference
569000,71000000,3918000,288000,8949.07,13367.08,22316.16,5.7e-05,5.57,36.38,83.33,cpu_interference
569000,72000000,3935000,284000,8789.87,12785.61,21575.47,3e-06,5.61,13.87,76.48,cpu_interference
563000,71000000,3941000,285000,8823.59,12787.25,21610.84,0.0,5.5,12.93,87.17,normal
595000,71000000,3807000,278000,8680.39,12840.7,21521.09,0.008081,5.67,12.61,87.4,cpu_interference
611000,72000000,3938000,289000,8637.32,12980.25,21617.57,0.0,5.69,14.39,85.98,normal
610000,72000000,3934000,289000,8548.48,12869.94,21418.41,0.0,5.37,11.3,71.86,normal
576000,72000000,3936000,277000,8445.4,12089.86,20535.27,0.0,5.23,14.02,87.05,normal
26000,3782000,238000,18000,7546.55,11035.01,18581.56,0.011064,29.71,23.66,82.98,cpu_interference
573000,69000000,3898000,286000,8191.48,11578.98,19770.46,0.002147,5.07,14.61,169.93,cpu_interference
521000,64000000,3501000,277000,8333.24,12044.09,20377.33,0.0,5.54,14.04,71.46,normal
